instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,target_file,target_pos,target_resp,target_side,participant,date,expName,psychopyVersion,OS,frameRate,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,target_onset,err,pun,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,block_num,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,punish,complete_resp.keys,complete_resp.rt,raffle_trial,raffle_err,raffle_rew
space,0,59.657,p,1,1.869,0,0,0,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.642,0,1,1,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,2.39,0,2,2,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.86,0,3,3,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.776,1,0,4,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,0,1.523,1,1,5,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.56,1,2,6,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.103,1,3,7,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.57,2,0,8,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.603,2,1,9,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.952,2,2,10,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.357,2,3,11,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.405,3,0,12,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.537,3,1,13,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.476,3,2,14,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.358,3,3,15,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.053,4,0,16,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.019,4,1,17,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.87,4,2,18,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.753,4,3,19,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.669,5,0,20,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.069,5,1,21,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.856,5,2,22,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.086,5,3,23,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.036,6,0,24,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.785,6,1,25,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.919,6,2,26,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.908,6,3,27,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,2.103,7,0,28,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.303,7,1,29,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.16,7,2,30,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.689,7,3,31,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.42,8,0,32,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.853,8,1,33,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.004,8,2,34,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.318,8,3,35,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.77,9,0,36,0,1,right.png,,p,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.595,9,1,37,3,1,left.png,,w,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.089,9,2,38,2,1,left.png,,w,left,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.103,9,3,39,1,1,right.png,,p,right,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5ed9c285b8c16356b385a97f,2021-10-22_16h20.24.725,arrow_simon_punish,2021.1.2,Win32,59.88023952,space,0,86.52,w,3.823,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
