instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,target_file,target_pos,target_resp,participant,session,date,expName,psychopyVersion,OS,frameRate,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,target_onset,err,pun,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,block_num,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,punish,complete_resp.keys,complete_resp.rt,raffle_trial,raffle_err,raffle_rew
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,w,2.219,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,w,2.469,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,w,2.552,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,p,2.412,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,space,0,99.428,w,1,1.061,1.744603935,1,1,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.397,1.755945224,1,1,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.713,2.486314344,1,1,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.737,1.963350753,1,1,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,0,1.231,1.880964247,1,1,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,0,1.452,2.134566352,1,1,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,0,1.664,1.940445816,1,1,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.371,1.625782219,1,1,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,space,10.454,2,0,0,0,0,1,1,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.051,1.744603935,1,5,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.572,1.755945224,0,5,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.76,2.486314344,1,5,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,0,1.329,1.963350753,1,5,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.775,1.880964247,1,5,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.425,2.134566352,0,5,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.637,1.940445816,1,5,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.294,1.625782219,1,5,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,space,17.906,3,0,1,1,1,1,5,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.544,1.744603935,0,1,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.447,1.755945224,0,1,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,0,1.765,2.486314344,1,1,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.578,1.963350753,0,1,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.776,1.880964247,1,1,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.425,2.134566352,0,1,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.69,1.940445816,1,1,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.193,1.625782219,1,1,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,space,2.437,4,1,0,2,0,1,1,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.531,1.744603935,0,5,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.557,1.755945224,0,5,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.72,2.486314344,1,5,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,0,1.293,1.963350753,1,5,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,1,1.376,1.880964247,1,5,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,p,0,1.419,2.134566352,1,5,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,0,1.634,1.940445816,1,5,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,w,1,1.327,1.625782219,1,5,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,space,1.375,5,1,1,3,1,1,5,,,,,
,,,,,,,,,,,,,,611688156f6d22853511ffb3,001,2021-10-20_15h45.43.506,arrow_simon_punish,2021.1.2,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.281,14,1,0
