instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,target_file,target_pos,target_resp,participant,session,date,expName,psychopyVersion,OS,frameRate,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,target_onset,err,pun,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,block_num,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,punish,complete_resp.keys,complete_resp.rt,raffle_trial,raffle_err,raffle_rew
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,p,2.4181,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,p,2.4666,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,w,2.2456,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,p,2.444,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,space,0,77.53,w,1,1.1793,1.744603935,1,1,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.0574,1.755945224,1,1,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,2.1223,2.486314344,1,1,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.488,1.963350753,0,1,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.5314,1.880964247,0,1,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.4701,2.134566352,0,1,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.8114,1.940445816,1,1,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.0206,1.625782219,1,1,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,,,,,,,,,,,,space,5.0873,2,0,0,0,0,1,1,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.5347,1.744603935,0,5,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.1849,1.755945224,1,5,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,0,1.8107,2.486314344,1,5,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.4502,1.963350753,0,5,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.6868,1.880964247,1,5,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.5253,2.134566352,0,5,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.476,1.940445816,0,5,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.4437,1.625782219,0,5,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,,,,,,,,,,,,space,16.3696,3,0,1,1,1,1,5,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.5751,1.744603935,0,1,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.4503,1.755945224,0,1,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.5089,2.486314344,0,1,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.4504,1.963350753,0,1,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.4837,1.880964247,0,1,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.5753,2.134566352,0,1,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.534,1.940445816,0,1,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.4758,1.625782219,0,1,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,,,,,,,,,,,,space,5.8898,4,1,0,2,0,1,1,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.6672,1.744603935,1,5,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.5003,1.755945224,0,5,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.6087,2.486314344,1,5,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.4583,1.963350753,0,5,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.3836,1.880964247,1,5,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.5418,2.134566352,0,5,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,p,1,1.4923,1.940445816,0,5,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,w,1,1.4505,1.625782219,0,5,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3835,5,1,1,3,1,1,5,,,,,
,,,,,,,,,,,,,,611c1cf68a3a6fc487b01d82,001,2021-10-20_13h00.15.571,arrow_simon_punish,2021.1.2,Win32,121.5953307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.5826,14,0,5
